주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
229-2-000074,탄현1,공영,노외,경기도 파주시 탄현면 평화로 885-15,경기도 파주시 탄현면 성동리 702,100,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.78437418,126.6902857,N,2026-04-17,4060000,경기도 파주시
229-2-000073,탄현,공영,노외,경기도 파주시 탄현면 방촌로 1033,경기도 파주시 탄현면 금승리 600,22,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.82541031,126.7351089,N,2026-04-17,4060000,경기도 파주시
229-2-000072,법원1,공영,노외,경기도 파주시 법원읍 사임당로905번길 49,경기도 파주시 법원읍 법원리 442-1,20,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84900931,126.8792729,N,2026-04-17,4060000,경기도 파주시
229-2-000071,파주4,공영,노외,경기도 파주시 파주읍 향교말길 14,경기도 파주시 파주읍 파주리 429-1,60,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.83270955,126.8165445,N,2026-04-17,4060000,경기도 파주시
229-2-000070,금촌7,공영,노외,경기도 파주시 금정3길 16,경기도 파주시 금촌동 951-7,15,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75652806,126.7753788,N,2026-04-17,4060000,경기도 파주시
229-2-000069,금촌2-15,공영,노외,경기도 파주시 후곡로 99,경기도 파주시 금촌동 1017,40,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.74853323,126.773879,N,2026-04-17,4060000,경기도 파주시
229-2-000068,금촌 1-12,공영,노외,경기도 파주시 금정7길 43,경기도 파주시 금촌동 951-2,10,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75668554,126.7746053,N,2026-04-17,4060000,경기도 파주시
229-2-000067,이등병마을,공영,노외,경기도 파주시 광탄면 청계말길 13,경기도 파주시 광탄면 신산리 575-1,66,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.78183818,126.8448923,Y,2026-04-17,4060000,경기도 파주시
229-2-000066,헤이리 GATE 1,공영,노외,경기도 파주시 탄현면 헤이리마을길 9,경기도 파주시 탄현면 법흥리 1652-286,189,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.78825497,126.6949906,Y,2026-04-17,4060000,경기도 파주시
229-2-000065,축현리,공영,노외,,경기도 파주시 탄현면 축현리 485-7,15,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.80207575,126.7170119,Y,2026-04-17,4060000,경기도 파주시
229-2-000064,한태말,공영,노외,경기도 파주시 월롱면 공수물길 3,경기도 파주시 월롱면 영태리 642-1,18,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.78165165,126.7878864,N,2026-04-17,4060000,경기도 파주시
229-2-000063,파평2,공영,노외,경기도 파주시 파평면 장마루15길 2,경기도 파주시 파평면 장파리 377-8,21,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94568134,126.8378293,N,2026-04-17,4060000,경기도 파주시
229-2-000062,파평1-2,공영,노외,경기도 파주시 파평면 장마루12길 11,경기도 파주시 파평면 장파리 370-200,17,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94453926,126.8382834,N,2026-04-17,4060000,경기도 파주시
229-2-000061,파평1-1,공영,노외,경기도 파주시 파평면 장마루로 254,경기도 파주시 파평면 장파리 370-2,8,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94451944,126.8379649,N,2026-04-17,4060000,경기도 파주시
229-2-000060,법원행복주택,공영,노외,,경기도 파주시 법원읍 대능리 556,42,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84698222,126.8768494,N,2026-04-17,4060000,경기도 파주시
229-2-000059,법원3리,공영,노외,경기도 파주시 법원읍 사임당로857번길 53,경기도 파주시 법원읍 법원리 682-2,41,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.8513062,126.8755935,N,2026-04-17,4060000,경기도 파주시
229-2-000058,천현초교,공영,노외,,경기도 파주시 법원읍 법원리 443-16,17,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84871989,126.8772819,N,2026-04-17,4060000,경기도 파주시
229-2-000057,법원7,공영,노외,경기도 파주시 법원읍 사임당로880번길 45,경기도 파주시 법원읍 법원리 431-10,18,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84672378,126.8782805,N,2026-04-17,4060000,경기도 파주시
229-2-000056,법원6,공영,노외,경기도 파주시 법원읍 술이홀로895번길 14,경기도 파주시 법원읍 법원리 679-15,34,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.85117409,126.8737471,Y,2026-04-17,4060000,경기도 파주시
229-2-000055,하천부지,공영,노외,경기도 파주시 법원읍 화합로 133,경기도 파주시 법원읍 법원리 431-14,18,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84671386,126.8815313,N,2026-04-17,4060000,경기도 파주시
229-2-000054,파주2,공영,노외,경기도 파주시 파주읍 술이홀로 432,경기도 파주시 파주읍 연풍리 405-3,15,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.82932482,126.8346888,N,2026-04-17,4060000,경기도 파주시
229-2-000053,파주1,공영,노외,경기도 파주시 파주읍 술이홀로 433,경기도 파주시 파주읍 연풍리 406-26,40,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.82939846,126.8349608,N,2026-04-17,4060000,경기도 파주시
229-2-000052,산내마을1,공영,노외,경기도 파주시 교하로159번길 42,경기도 파주시 목동동 1078,58,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.72357149,126.7402855,Y,2026-04-17,4060000,경기도 파주시
229-2-000051,한울마을2,공영,노외,,경기도 파주시 동패동 1890,18,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.7115517,126.7396783,N,2026-04-17,4060000,경기도 파주시
229-2-000050,운정3,공영,노외,,경기도 파주시 와동동 1380,146,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,90000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.75624405,126.7729916,Y,2026-04-17,4060000,경기도 파주시
229-2-000049,운정1,공영,노외,경기도 파주시 미래로 394,경기도 파주시 야당동 1002,216,2,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.75865682,126.7771177,Y,2026-04-17,4060000,경기도 파주시
229-2-000048,교하2-1,공영,노외,경기도 파주시 교하로 693,경기도 파주시 서패동 8-4,105,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.71041153,126.7033027,N,2026-04-17,4060000,경기도 파주시
229-2-000047,교하2,공영,노외,경기도 파주시 순못길 114-17,경기도 파주시 다율동 991-12,10,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.72810231,126.7164541,N,2026-04-17,4060000,경기도 파주시
229-2-000046,교하1-1,공영,노외,경기도 파주시 교하로 713,경기도 파주시 서패동 52-2,40,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.71143638,126.7015745,N,2026-04-17,4060000,경기도 파주시
229-2-000045,교하1,공영,노외,경기도 파주시 순못길 14-14,경기도 파주시 다율동 999-12,10,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.72748939,126.7164492,N,2026-04-17,4060000,경기도 파주시
229-2-000044,조리 1-2,공영,노외,경기도 파주시 조리읍 순비골길 66,경기도 파주시 조리읍 봉일천리 144-10,24,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.74226962,126.8084329,N,2026-04-17,4060000,경기도 파주시
229-2-000043,적암리 희망,공영,노외,경기도 파주시 적성면 율곡로3064번길 54,경기도 파주시 적성면 적암리 66-4,232,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.98516423,127.0039588,N,2026-04-17,4060000,경기도 파주시
229-2-000042,문산5,공영,노외,경기도 파주시 문산읍 독서울2길 9,경기도 파주시 문산읍 선유리 447-3,17,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.86470829,126.8047891,N,2026-04-17,4060000,경기도 파주시
229-2-000087,솔두레공원,공영,노외,,경기도 파주시 목동동 781,32,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.434929,126.444381,N,2026-04-17,4060000,경기도 파주시
229-2-000086,스타필드,공영,노외,,경기도 파주시 와동동 1481,864,1,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.434904,126.455642,Y,2026-04-17,4060000,경기도 파주시
229-2-000085,GTX-A 운정중앙역2,공영,노외,,경기도 파주시 동패동 산115-1,482,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,90000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.71470688,126.7307578,Y,2026-04-17,4060000,경기도 파주시
229-2-000084,GTX-A 운정중앙역1,공영,노외,,경기도 파주시 동패동 2173-215,525,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.71750206,126.7305487,Y,2026-04-17,4060000,경기도 파주시
229-2-000083,운정6동,공영,노외,,경기도 파주시 동패동 2291-5,30,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.71239028,126.7216863,N,2026-04-17,4060000,경기도 파주시
229-2-000082,금촌원앙길,공영,노외,경기도 파주시 원앙길 48,경기도 파주시 아동동 321-2,122,2,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.76530578,126.7765229,Y,2026-04-17,4060000,경기도 파주시
229-2-000081,운정호수공원,공영,노외,,경기도 파주시 와동동 1412,253,2,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.720108,126.7601224,Y,2026-04-17,4060000,경기도 파주시
229-2-000080,파주 콘텐츠 월드 3,공영,노외,,경기도 파주시 파평면 장파리 1220-3,99,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94533009,126.8602508,Y,2026-04-17,4060000,경기도 파주시
229-2-000079,파주 콘텐츠 월드 2,공영,노외,,경기도 파주시 파평면 장파리 1206-1,95,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94670659,126.8546059,Y,2026-04-17,4060000,경기도 파주시
229-2-000078,파주 콘텐츠 월드 1,공영,노외,,경기도 파주시 적성면 답곡리 818-2,88,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.94847418,126.8535681,Y,2026-04-17,4060000,경기도 파주시
229-2-000077,선유리,공영,노외,,경기도 파주시 문산읍 선유리 1425,13,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.86282128,126.7867517,N,2026-04-17,4060000,경기도 파주시
229-2-000076,회동길,공영,노외,,경기도 파주시 문발동 513-16,53,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.70845888,126.6876333,N,2026-04-17,4060000,경기도 파주시
229-2-000075,월롱역 환승주차장,공영,노외,경기도 파주시 월롱면 통일로 988,경기도 파주시 월롱면 위전리 167,191,2,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,80000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.79806424,126.7925591,Y,2026-04-17,4060000,경기도 파주시
229-2-000040,문산역 앞,공영,노외,,경기도 파주시 문산읍 문산리 17-134,17,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.85488855,126.7868499,N,2026-04-17,4060000,경기도 파주시
229-2-000039,금촌 9,공영,노외,,경기도 파주시 금촌동 948-5,55,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75818167,126.7752074,Y,2026-04-17,4060000,경기도 파주시
229-2-000038,금촌 2-16,공영,노외,경기도 파주시 동산8길 23,경기도 파주시 금촌동 938-18,13,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75877048,126.7721555,N,2026-04-17,4060000,경기도 파주시
229-2-000037,금촌5,공영,노외,경기도 파주시 시청로 2,경기도 파주시 금촌동 948-1,20,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75784599,126.774242,Y,2026-04-17,4060000,경기도 파주시
229-2-000036,금촌 1-8,공영,노외,경기도 파주시 아동로 51,경기도 파주시 아동동 358-3,24,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.76654956,126.7796181,N,2026-04-17,4060000,경기도 파주시
229-2-000035,파주역 공영,공영,노외,경기도 파주시 파주읍 주라위길 36,경기도 파주시 파주읍 봉암리 850-4,77,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.81516353,126.7926041,Y,2026-04-17,4060000,경기도 파주시
229-2-000034,심학산공원 공영,공영,노외,경기도 파주시 숲속노을로 67,경기도 파주시 동패동 2117,383,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.70703288,126.7177373,Y,2026-04-17,4060000,경기도 파주시
229-2-000033,문발산업단지 노외,공영,노외,경기도 파주시 산업단지길 180,경기도 파주시 신촌동 700,144,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.7307193,126.7088346,Y,2026-04-17,4060000,경기도 파주시
229-2-000032,앵골과선교 하부,공영,노외,,경기도 파주시 야당동 469-136,39,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.70423992,126.7623838,Y,2026-04-17,4060000,경기도 파주시
229-2-000031,동파리,공영,노외,경기도 파주시 진동면 높은음자리길 85,경기도 파주시 진동면 동파리 1749-2,24,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.92665255,126.7864902,N,2026-04-17,4060000,경기도 파주시
229-2-000030,금파리,공영,노외,경기도 파주시 파평면 청송로208번길 71,경기도 파주시 파평면 금파리 528,28,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.92455774,126.8431047,N,2026-04-17,4060000,경기도 파주시
229-2-000029,적성구읍,공영,노외,경기도 파주시 적성면 칠중7길 4,경기도 파주시 적성면 구읍리 588-5,31,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.95609408,126.9221857,Y,2026-04-17,4060000,경기도 파주시
229-2-000028,적성마지,공영,노외,,경기도 파주시 적성면 마지리 36-98,52,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.95712744,126.9172138,Y,2026-04-17,4060000,경기도 파주시
229-2-000027,광탄2,공영,노외,경기도 파주시 광탄면 혜음로1120번길 23,경기도 파주시 광탄면 신산리 229-4,118,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.78238913,126.848351,Y,2026-04-17,4060000,경기도 파주시
229-2-000026,법원시가지 우회도로,공영,노외,,경기도 파주시 법원읍 대능리 224-5,28,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84781502,126.8686865,Y,2026-04-17,4060000,경기도 파주시
229-2-000025,가야2,공영,노외,,경기도 파주시 법원읍 가야리 380-27,26,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84870074,126.8669873,N,2026-04-17,4060000,경기도 파주시
229-2-000024,가야1,공영,노외,,경기도 파주시 법원읍 가야리 380-2,33,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.84960326,126.866297,N,2026-04-17,4060000,경기도 파주시
229-2-000023,법원3,공영,노외,,경기도 파주시 법원읍 법원리 674-1,40,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.854721,126.8753829,Y,2026-04-17,4060000,경기도 파주시
229-2-000022,법원2,공영,노외,경기도 파주시 법원읍 사임당로857번길 34,경기도 파주시 법원읍 법원리 438-1,49,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.85025401,126.8760343,Y,2026-04-17,4060000,경기도 파주시
229-2-000021,문산4,공영,노외,경기도 파주시 문산읍 문향로49번길 71,경기도 파주시 문산읍 문산리 148-2,80,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.85603065,126.7810785,Y,2026-04-17,4060000,경기도 파주시
229-2-000020,금촌8,공영,노외,경기도 파주시 동산길 51,경기도 파주시 금촌동 936-21,15,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75967563,126.7713179,Y,2026-04-17,4060000,경기도 파주시
229-2-000019,금촌4,공영,노외,경기도 파주시 쇠재2길 22,경기도 파주시 금릉동 432-3,16,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75287245,126.7789221,Y,2026-04-17,4060000,경기도 파주시
229-2-000018,금촌1,공영,노외,경기도 파주시 번영로 46,경기도 파주시 금촌동 971,33,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.75783371,126.7678848,Y,2026-04-17,4060000,경기도 파주시
229-2-000017,금촌역,공영,노외,,경기도 파주시 금촌동 329-204,10,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,경기도 파주시청,031-940-4783,37.76522241,126.7736543,N,2026-04-17,4060000,경기도 파주시
229-2-000016,금촌로터리,공영,노외,경기도 파주시 한마음2길 18,경기도 파주시 금촌동 956-1,119,2,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.75624405,126.7729916,Y,2026-04-17,4060000,경기도 파주시
229-2-000015,금촌2-17,공영,노외,경기도 파주시 문화로 46,경기도 파주시 금촌동 771-2,45,2,5부제,평일+토요일+공휴일,09:00,18:00,00:00,23:59,00:00,23:59,유료,60,1000,20,500,,7000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.75865682,126.7771177,Y,2026-04-17,4060000,경기도 파주시
229-2-000014,산내마을2,공영,노외,경기도 파주시 산내로 120,경기도 파주시 목동동 953,296,2,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,80000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.72666409,126.7362709,Y,2026-04-17,4060000,경기도 파주시
229-2-000013,문산1,공영,노외,,경기도 파주시 문산읍 문산리 37-5,50,3,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,400,10,150,,,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.85616547,126.7840433,Y,2026-04-17,4060000,경기도 파주시
229-2-000012,금촌역 선로하부 공영,공영,노외,경기도 파주시 새꽃로 229,경기도 파주시 아동동 308-2,56,2,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,80000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.76718338,126.7771482,Y,2026-04-17,4060000,경기도 파주시
229-2-000011,봉일천 공영,공영,노외,경기도 파주시 조리읍 송비말길 113,경기도 파주시 조리읍 봉일천리 188-4,193,2,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,80000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.74531489,126.8055204,Y,2026-04-17,4060000,경기도 파주시
229-2-000010,야당역 환승,공영,노외,경기도 파주시 소리천로 14,경기도 파주시 야당동 1087,302,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.71398629,126.7616476,Y,2026-04-17,4060000,경기도 파주시
229-2-000009,가람마을 공영,공영,노외,경기도 파주시 가람로21번길 16-16,경기도 파주시 와동동 1591,235,2,5부제,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,500,10,200,,8000,80000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.73443064,126.7532826,Y,2026-04-17,4060000,경기도 파주시
229-2-000008,운정역 환승,공영,노외,경기도 파주시 소리천로 155,경기도 파주시 와동동 1472,384,1,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,600,10,250,,9000,90000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.72619644,126.7662332,Y,2026-04-17,4060000,경기도 파주시
229-2-000007,광탄경매시장,공영,노외,경기도 파주시 광탄면 혜음로 1126,경기도 파주시 광탄면 신산리 227-6,35,3,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,400,10,150,,7000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.78186087,126.8473563,Y,2026-04-17,4060000,경기도 파주시
229-2-000006,통일동산,공영,노외,,경기도 파주시 탄현면 성동리 646,1248,기타,미시행,평일+토요일+공휴일,09:00,23:59,09:00,18:00,09:00,18:00,무료,0,,,,,,,,,경기도 파주시 도시관광공사,031-909-6312,37.77986563,126.685002,Y,2026-04-17,4060000,경기도 파주시
229-2-000005,문산자유시장,공영,노외,경기도 파주시 문산읍 문산로 45,경기도 파주시 문산읍 문산리 8-2,123,3,미시행,평일+토요일+공휴일,09:00,22:00,00:00,23:59,00:00,23:59,유료,30,400,10,150,,7000,,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,경기도 파주시 도시관광공사,031-909-6305,37.8576972,126.7843703,Y,2026-04-17,4060000,경기도 파주시
